ID,duLN1,du.2,duLN3,dut4,dui5,due6,duLN7,du58,duLN9,duSH10,dur11,duo12,dua13,dun14,dul15,duDO16,tsizeLN1,tisze.2,tsizeLN3,tsizet4,tsizei5,tsizee6,tsizeLN7,tsize58,tsizeLN9,tsizeSH10,tsizer11,tsizeo12,tsizea13,tsizen14,tsizel15,tsizeDO16,UUID
22,55.0,51.0,55.0,42.0,83.0,68.0,83.0,69.0,69.0,79.0,50.0,41.0,55.0,41.0,55.0,55.0,0.021568628028035164,0.011764707043766977,0.011764707043766977,0.021568628028035164,0.029411766678094864,0.01568627543747425,0.009803921915590765,0.01568627543747425,0.009803921915590765,0.017647059634327892,0.01568627543747425,0.02352941408753395,0.021568628028035164,0.027450982481241226,0.021568628028035164,0.02352941408753395,test3
23,55.0,42.0,83.0,68.0,83.0,69.0,69.0,79.0,50.0,41.0,55.0,41.0,55.0,55.0,55.0,42.0,0.011764707043766977,0.021568628028035164,0.029411766678094864,0.01568627543747425,0.009803921915590765,0.01568627543747425,0.009803921915590765,0.017647059634327892,0.01568627543747425,0.02352941408753395,0.021568628028035164,0.027450982481241226,0.021568628028035164,0.02352941408753395,0.01960784383118153,0.009803921915590765,test3
25,55.0,41.0,55.0,55.0,55.0,42.0,93.0,55.0,97.0,55.0,70.0,83.0,41.0,83.0,55.0,81.0,0.021568628028035164,0.027450982481241226,0.021568628028035164,0.02352941408753395,0.01960784383118153,0.009803921915590765,0.007843137718737125,0.009803921915590765,0.01960784383118153,0.01960784383118153,0.02352941408753395,0.01960784383118153,0.011764707043766977,0.017647059634327892,0.011764707043766977,0.01568627543747425,test3
26,55.0,42.0,93.0,55.0,97.0,55.0,70.0,83.0,41.0,83.0,55.0,81.0,35.0,55.0,42.0,50.0,0.01960784383118153,0.009803921915590765,0.007843137718737125,0.009803921915590765,0.01960784383118153,0.01960784383118153,0.02352941408753395,0.01960784383118153,0.011764707043766977,0.017647059634327892,0.011764707043766977,0.01568627543747425,0.021568628028035164,0.02352941408753395,0.02352941408753395,0.02352941408753395,test3
27,97.0,55.0,70.0,83.0,41.0,83.0,55.0,81.0,35.0,55.0,42.0,50.0,69.0,70.0,55.0,69.0,0.01960784383118153,0.01960784383118153,0.02352941408753395,0.01960784383118153,0.011764707043766977,0.017647059634327892,0.011764707043766977,0.01568627543747425,0.021568628028035164,0.02352941408753395,0.02352941408753395,0.02352941408753395,0.02352941408753395,0.01568627543747425,0.021568628028035164,0.025490198284387592,test3
28,35.0,55.0,42.0,50.0,69.0,70.0,55.0,69.0,41.0,84.0,84.0,83.0,83.0,98.0,83.0,55.0,0.021568628028035164,0.02352941408753395,0.02352941408753395,0.02352941408753395,0.02352941408753395,0.01568627543747425,0.021568628028035164,0.025490198284387592,0.01960784383118153,0.01960784383118153,0.025490198284387592,0.02352941408753395,0.021568628028035164,0.021568628028035164,0.01960784383118153,0.005882353521883489,test3
29,42.0,50.0,69.0,70.0,55.0,69.0,41.0,84.0,84.0,83.0,83.0,98.0,83.0,55.0,69.0,55.0,0.02352941408753395,0.02352941408753395,0.02352941408753395,0.01568627543747425,0.021568628028035164,0.025490198284387592,0.01960784383118153,0.01960784383118153,0.025490198284387592,0.02352941408753395,0.021568628028035164,0.021568628028035164,0.01960784383118153,0.005882353521883489,0.009803921915590765,0.025490198284387592,test3
30,82.0,97.0,97.0,83.0,83.0,97.0,111.0,69.0,83.0,97.0,125.0,97.0,125.0,97.0,139.0,97.0,0.017647059634327892,0.01960784383118153,0.009803921915590765,0.025490198284387592,0.025490198284387592,0.011764707043766977,0.013725491240620613,0.021568628028035164,0.017647059634327892,0.009803921915590765,0.017647059634327892,0.01960784383118153,0.02352941408753395,0.01568627543747425,0.0039215688593685636,0.021568628028035164,test5
31,97.0,83.0,83.0,97.0,111.0,69.0,83.0,97.0,125.0,97.0,125.0,97.0,139.0,97.0,111.0,208.0,0.009803921915590765,0.025490198284387592,0.025490198284387592,0.011764707043766977,0.013725491240620613,0.021568628028035164,0.017647059634327892,0.009803921915590765,0.017647059634327892,0.01960784383118153,0.02352941408753395,0.01568627543747425,0.0039215688593685636,0.021568628028035164,0.011764707043766977,0.01568627543747425,test5
32,111.0,69.0,83.0,97.0,125.0,97.0,125.0,97.0,139.0,97.0,111.0,208.0,125.0,250.0,167.0,167.0,0.013725491240620613,0.021568628028035164,0.017647059634327892,0.009803921915590765,0.017647059634327892,0.01960784383118153,0.02352941408753395,0.01568627543747425,0.0039215688593685636,0.021568628028035164,0.011764707043766977,0.01568627543747425,0.01960784383118153,0.017647059634327892,0.021568628028035164,0.025490198284387592,test5
33,83.0,97.0,125.0,97.0,125.0,97.0,139.0,97.0,111.0,208.0,125.0,250.0,167.0,167.0,98.0,125.0,0.017647059634327892,0.009803921915590765,0.017647059634327892,0.01960784383118153,0.02352941408753395,0.01568627543747425,0.0039215688593685636,0.021568628028035164,0.011764707043766977,0.01568627543747425,0.01960784383118153,0.017647059634327892,0.021568628028035164,0.025490198284387592,0.017647059634327892,0.009803921915590765,test5
35,139.0,97.0,111.0,208.0,125.0,250.0,167.0,167.0,98.0,125.0,109.0,138.0,125.0,83.0,109.0,79.0,0.0039215688593685636,0.021568628028035164,0.011764707043766977,0.01568627543747425,0.01960784383118153,0.017647059634327892,0.021568628028035164,0.025490198284387592,0.017647059634327892,0.009803921915590765,0.007843137718737125,0.017647059634327892,0.011764707043766977,0.009803921915590765,0.017647059634327892,0.01960784383118153,test5
36,97.0,111.0,208.0,125.0,250.0,167.0,167.0,98.0,125.0,109.0,138.0,125.0,83.0,109.0,79.0,69.0,0.021568628028035164,0.011764707043766977,0.01568627543747425,0.01960784383118153,0.017647059634327892,0.021568628028035164,0.025490198284387592,0.017647059634327892,0.009803921915590765,0.007843137718737125,0.017647059634327892,0.011764707043766977,0.009803921915590765,0.017647059634327892,0.01960784383118153,0.011764707043766977,test5
37,111.0,208.0,125.0,250.0,167.0,167.0,98.0,125.0,109.0,138.0,125.0,83.0,109.0,79.0,69.0,96.0,0.011764707043766977,0.01568627543747425,0.01960784383118153,0.017647059634327892,0.021568628028035164,0.025490198284387592,0.017647059634327892,0.009803921915590765,0.007843137718737125,0.017647059634327892,0.011764707043766977,0.009803921915590765,0.017647059634327892,0.01960784383118153,0.011764707043766977,0.01960784383118153,test5
38,109.0,79.0,69.0,96.0,83.0,95.0,94.0,93.0,81.0,122.0,83.0,95.0,78.0,83.0,97.0,69.0,0.017647059634327892,0.01960784383118153,0.011764707043766977,0.01960784383118153,0.021568628028035164,0.01568627543747425,0.009803921915590765,0.027450982481241226,0.013725491240620613,0.01960784383118153,0.01568627543747425,0.017647059634327892,0.007843137718737125,0.007843137718737125,0.021568628028035164,0.01960784383118153,test5
39,69.0,96.0,83.0,95.0,94.0,93.0,81.0,122.0,83.0,95.0,78.0,83.0,97.0,69.0,68.0,83.0,0.011764707043766977,0.01960784383118153,0.021568628028035164,0.01568627543747425,0.009803921915590765,0.027450982481241226,0.013725491240620613,0.01960784383118153,0.01568627543747425,0.017647059634327892,0.007843137718737125,0.007843137718737125,0.021568628028035164,0.01960784383118153,0.027450982481241226,0.029411766678094864,test5
40,81.0,55.0,79.0,66.0,83.0,66.0,98.0,70.0,55.0,69.0,68.0,84.0,83.0,69.0,69.0,98.0,0.013725491240620613,0.027450982481241226,0.01568627543747425,0.027450982481241226,0.01960784383118153,0.029411766678094864,0.0039215688593685636,0.025490198284387592,0.021568628028035164,0.01568627543747425,0.01568627543747425,0.021568628028035164,0.021568628028035164,0.017647059634327892,0.02352941408753395,0.017647059634327892,test4
41,79.0,66.0,83.0,66.0,98.0,70.0,55.0,69.0,68.0,84.0,83.0,69.0,69.0,98.0,40.0,69.0,0.01568627543747425,0.027450982481241226,0.01960784383118153,0.029411766678094864,0.0039215688593685636,0.025490198284387592,0.021568628028035164,0.01568627543747425,0.01568627543747425,0.021568628028035164,0.021568628028035164,0.017647059634327892,0.02352941408753395,0.017647059634327892,0.01960784383118153,0.02352941408753395,test4
42,98.0,70.0,55.0,69.0,68.0,84.0,83.0,69.0,69.0,98.0,40.0,69.0,84.0,55.0,28.0,41.0,0.0039215688593685636,0.025490198284387592,0.021568628028035164,0.01568627543747425,0.01568627543747425,0.021568628028035164,0.021568628028035164,0.017647059634327892,0.02352941408753395,0.017647059634327892,0.01960784383118153,0.02352941408753395,0.007843137718737125,0.02352941408753395,0.021568628028035164,0.021568628028035164,test4
43,55.0,69.0,68.0,84.0,83.0,69.0,69.0,98.0,40.0,69.0,84.0,55.0,28.0,41.0,83.0,69.0,0.021568628028035164,0.01568627543747425,0.01568627543747425,0.021568628028035164,0.021568628028035164,0.017647059634327892,0.02352941408753395,0.017647059634327892,0.01960784383118153,0.02352941408753395,0.007843137718737125,0.02352941408753395,0.021568628028035164,0.021568628028035164,0.021568628028035164,0.021568628028035164,test4
44,40.0,69.0,84.0,55.0,28.0,41.0,83.0,69.0,84.0,55.0,56.0,56.0,98.0,83.0,42.0,69.0,0.01960784383118153,0.02352941408753395,0.007843137718737125,0.02352941408753395,0.021568628028035164,0.021568628028035164,0.021568628028035164,0.021568628028035164,0.007843137718737125,0.017647059634327892,0.01960784383118153,0.011764707043766977,0.013725491240620613,0.025490198284387592,0.011764707043766977,0.027450982481241226,test4
45,84.0,55.0,28.0,41.0,83.0,69.0,84.0,55.0,56.0,56.0,98.0,83.0,42.0,69.0,97.0,70.0,0.007843137718737125,0.02352941408753395,0.021568628028035164,0.021568628028035164,0.021568628028035164,0.021568628028035164,0.007843137718737125,0.017647059634327892,0.01960784383118153,0.011764707043766977,0.013725491240620613,0.025490198284387592,0.011764707043766977,0.027450982481241226,0.011764707043766977,0.017647059634327892,test4
47,84.0,55.0,56.0,56.0,98.0,83.0,42.0,69.0,97.0,70.0,97.0,54.0,69.0,28.0,84.0,41.0,0.007843137718737125,0.017647059634327892,0.01960784383118153,0.011764707043766977,0.013725491240620613,0.025490198284387592,0.011764707043766977,0.027450982481241226,0.011764707043766977,0.017647059634327892,0.011764707043766977,0.0313725508749485,0.02352941408753395,0.025490198284387592,0.021568628028035164,0.027450982481241226,test4
48,97.0,70.0,97.0,54.0,69.0,28.0,84.0,41.0,83.0,55.0,69.0,41.0,83.0,70.0,55.0,41.0,0.011764707043766977,0.017647059634327892,0.011764707043766977,0.0313725508749485,0.02352941408753395,0.025490198284387592,0.021568628028035164,0.027450982481241226,0.011764707043766977,0.01568627543747425,0.029411766678094864,0.02352941408753395,0.007843137718737125,0.01568627543747425,0.007843137718737125,0.027450982481241226,test4
49,97.0,54.0,69.0,28.0,84.0,41.0,83.0,55.0,69.0,41.0,83.0,70.0,55.0,41.0,83.0,69.0,0.011764707043766977,0.0313725508749485,0.02352941408753395,0.025490198284387592,0.021568628028035164,0.027450982481241226,0.011764707043766977,0.01568627543747425,0.029411766678094864,0.02352941408753395,0.007843137718737125,0.01568627543747425,0.007843137718737125,0.027450982481241226,0.005882353521883489,0.009803921915590765,test4
